bldg_name,district,price,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m
"Observatory Road, 8",TSIM SHA TSUI,385187,10670,385187,36,22.30117,114.17572,1.0,6.0,20.0
"Observatory Road, 8",TSIM SHA TSUI,385052,10590,385052,36,22.30117,114.17572,1.0,6.0,20.0
Lee Garden Three,CAUSEWAY BAY,384360,6406,384360,60,22.2781872,114.1852118,1.0,14.0,20.0
St. George's Building,CENTRAL,384100,3841,384100,100,22.2820638,114.1589289,0.0,7.0,20.0
California Tower,CENTRAL,383400,6390,383400,60,22.280906,114.1554893,20.0,10.0,20.0
China Building,CENTRAL,382380,6373,382380,60,22.281752,114.156841,7.0,10.0,20.0
The Center,CENTRAL,381498,4891,381498,78,22.2846202,114.1547347,3.0,17.0,20.0
South Seas Centre - Tower 1,TSIM SHA TSUI,380374,16538,380374,23,22.3000671,114.178459,1.0,6.0,20.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,379620,21090,379620,18,22.3349378,114.1567759,0.0,0.0,4.0
Millennium City 1 - Standard Chartered Tower,KWUN TONG,379512,15813,379512,24,22.3135663,114.2216182,2.0,5.0,20.0
Landmark South,WONG CHUK HANG,378135,14005,378135,27,22.249265,114.167138,2.0,2.0,7.0
Capital Centre,WAN CHAI,377000,14500,377000,26,22.2794349,114.1772835,1.0,1.0,20.0
Capital Centre,WAN CHAI,376864,11777,376864,32,22.2794349,114.1772835,1.0,1.0,20.0
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,374748,11022,374748,34,22.2976578,114.1778408,0.0,4.0,20.0
"Gateway, The - Tower 1",TSIM SHA TSUI,373700,10100,373700,37,22.2988123,114.1721746,3.0,6.0,20.0
H Code,CENTRAL,372000,6200,372000,60,22.2821827,114.1542985,17.0,18.0,20.0
New World Tower 2,CENTRAL,369000,4920,369000,75,22.2806547,114.1570799,8.0,14.0,20.0
Cheung Kong Center,CENTRAL,368160,3068,368160,120,22.2794704,114.1603101,0.0,2.0,4.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,368004,20220,368004,18,22.3349378,114.1567759,0.0,0.0,4.0
China Hong Kong City - Tower 6,TSIM SHA TSUI,367220,13115,367220,28,22.3008733,114.1679008,0.0,5.0,15.0
K11 Atelier Victoria Dockside,TSIM SHA TSUI,365500,4300,365500,85,22.2949178,114.1755332,2.0,6.0,19.0
International Commerce Centre (ICC),TSIM SHA TSUI,365430,4685,365430,78,22.3034032,114.1601907,1.0,3.0,13.0
Millennium City 1 - Tower 01,KWUN TONG,361775,12475,361775,29,22.3136835,114.2212449,1.0,3.0,20.0
Allied Kajima Building,WAN CHAI,361228,9506,361228,38,22.2792687,114.176401,3.0,4.0,16.0
The Centrium,CENTRAL,359024,9448,359024,38,22.2806003,114.1546621,7.0,7.0,20.0
H Queen's,CENTRAL,358382,4843,358382,74,22.2830115,114.1552938,20.0,14.0,20.0
YF Life Centre,WAN CHAI,357240,8931,357240,40,22.279064,114.1693057,0.0,0.0,2.0
The Center,CENTRAL,356153,4291,356153,83,22.2846202,114.1547347,3.0,17.0,20.0
YF Life Centre,WAN CHAI,355840,8896,355840,40,22.279064,114.1693057,0.0,0.0,2.0
YF Life Centre,WAN CHAI,355520,8888,355520,40,22.279064,114.1693057,0.0,0.0,2.0
Harcourt House,WAN CHAI,353790,7862,353790,45,22.2790727,114.1698835,0.0,0.0,10.0
The Center,CENTRAL,352632,8396,352632,42,22.2846202,114.1547347,3.0,17.0,20.0
H Queen's,CENTRAL,351870,4755,351870,74,22.2830115,114.1552938,20.0,14.0,20.0
Man Yee Building,CENTRAL,351280,4391,351280,80,22.2835772,114.1561146,19.0,6.0,20.0
The Center,CENTRAL,351232,7168,351232,49,22.2846202,114.1547347,3.0,17.0,20.0
New World Tower 1,CENTRAL,351225,4683,351225,75,22.280329,114.1568538,6.0,11.0,20.0
"D'Aguilar Street, 23",CENTRAL,350014,2810,350014,124,22.2811584,114.1553265,20.0,7.0,20.0
"Gateway, The - Tower 1",TSIM SHA TSUI,347424,8272,347424,42,22.2988123,114.1721746,3.0,6.0,20.0
Central Crossing,CENTRAL,346140,5769,346140,60,22.283431,114.1541085,11.0,13.0,20.0
"Central Des Voeux, 308",SHEUNG WAN,344688,8016,344688,43,22.2866328,114.1506702,10.0,6.0,20.0
Lee Garden Three,CAUSEWAY BAY,344340,5739,344340,60,22.2781872,114.1852118,1.0,14.0,20.0
H Code,CENTRAL,341000,6200,341000,55,22.2821827,114.1542985,17.0,18.0,20.0
H Code,CENTRAL,341000,6200,341000,55,22.2821827,114.1542985,17.0,18.0,20.0
V Heun Building,CENTRAL,340800,8520,340800,40,22.2839685,114.154231,10.0,11.0,20.0
"Heung Yip Road, 41",WONG CHUK HANG,340576,11744,340576,29,22.2477698,114.1632639,4.0,2.0,3.0
Central Plaza,WAN CHAI,339092,6521,339092,52,22.2799097,114.1737282,0.0,0.0,0.0
Harcourt House,WAN CHAI,338898,8069,338898,42,22.2790727,114.1698835,0.0,0.0,10.0
YF Life Tower,WAN CHAI,338637,8683,338637,39,22.2785293,114.1699751,1.0,2.0,20.0
Energy Plaza,TSIM SHA TSUI,337157,14659,337157,23,22.2999261,114.1767262,0.0,2.0,11.0
Peninsula Centre,TSIM SHA TSUI,336927,14649,336927,23,22.2990655,114.177277,0.0,3.0,20.0
V Heun Building,CENTRAL,336400,8410,336400,40,22.2839685,114.154231,10.0,11.0,20.0
Island Place Tower,NORTH POINT,336336,14014,336336,24,22.2914596,114.2030318,1.0,4.0,20.0
"Nathan Road, 26",TSIM SHA TSUI,336284,5798,336284,58,22.2958616,114.1726391,3.0,6.0,20.0
"Gateway, The - Tower 1",TSIM SHA TSUI,335960,9080,335960,37,22.2988123,114.1721746,3.0,6.0,20.0
YF Life Tower,WAN CHAI,333957,8563,333957,39,22.2785293,114.1699751,1.0,2.0,20.0
"King's Road, 1001",QUARRY BAY,332710,9506,332710,35,22.2849349,114.2124481,1.0,6.0,20.0
YF Life Centre,WAN CHAI,331520,8288,331520,40,22.279064,114.1693057,0.0,0.0,2.0
The Center,CENTRAL,330174,4233,330174,78,22.2846202,114.1547347,3.0,17.0,20.0
Cheung Kong Center,CENTRAL,327080,2516,327080,130,22.2794704,114.1603101,0.0,2.0,4.0
Tai Yau Building,WAN CHAI,324900,10830,324900,30,22.276967,114.17455,3.0,8.0,20.0
"Heung Yip Road, 41",WONG CHUK HANG,323147,11143,323147,29,22.2477698,114.1632639,4.0,2.0,3.0
World Wide House,CENTRAL,321255,7139,321255,45,22.2825285,114.1578668,4.0,4.0,20.0
"Pacific Place, Five (Hennessy Road, 28)",WAN CHAI,320775,4935,320775,65,22.2774464,114.1692851,5.0,7.0,20.0
Man Yee Building,CENTRAL,320720,3376,320720,95,22.2835772,114.1561146,19.0,6.0,20.0
CITIC Tower,ADMIRALTY,320300,3203,320300,100,22.2806658,114.1672514,0.0,0.0,6.0
Plaza 2000,CAUSEWAY BAY,320007,1576,320007,203,22.2786238,114.1816028,7.0,15.0,20.0
Eastcore,KWUN TONG,320000,20000,320000,16,22.313354,114.2228428,12.0,6.0,20.0
J Senses,WAN CHAI,319969,3877,319969,82,22.2759627,114.1708858,3.0,18.0,20.0
New Henry House,CENTRAL,317100,4530,317100,70,22.2808196,114.1584629,2.0,16.0,20.0
"Harbourfront, One",HUNG HOM / TO KWA WAN,316440,8790,316440,36,22.3173373,114.1879691,0.0,0.0,14.0
"Central Des Voeux, 308",SHEUNG WAN,312624,8016,312624,39,22.2866328,114.1506702,10.0,6.0,20.0
Albion Plaza,TSIM SHA TSUI,311600,7600,311600,41,22.2993375,114.1726271,6.0,14.0,20.0
Tak Shing House,CENTRAL,311150,4445,311150,70,22.2822268,114.157196,7.0,3.0,20.0
AIA Central,CENTRAL,310680,3452,310680,90,22.2811332,114.1619461,0.0,2.0,3.0
Ruttonjee Centre - Dina House,CENTRAL,310040,7751,310040,40,22.2800925,114.1569893,5.0,7.0,20.0
"Gateway, The - Tower 6",TSIM SHA TSUI,308771,7531,308771,41,22.2981807,114.1676828,0.0,6.0,20.0
Cosco Tower,SHEUNG WAN,306504,7128,306504,43,22.2856235,114.1529485,10.0,10.0,20.0
Great Eagle Centre,WAN CHAI,305188,5869,305188,52,22.28092,114.175095,0.0,6.0,20.0
COFCO Tower,CAUSEWAY BAY,304896,6352,304896,48,22.2815626,114.1828848,3.0,11.0,20.0
China Taiping Finance Centre,NORTH POINT,304668,4836,304668,63,22.2887193,114.1914023,0.0,3.0,20.0
Three Garden Road - Champion Tower,CENTRAL,304482,3274,304482,93,22.2784355,114.160606,1.0,4.0,10.0
"Gateway, The - Tower 2",TSIM SHA TSUI,302956,8188,302956,37,22.2988123,114.1721746,3.0,6.0,20.0
United Centre,ADMIRALTY,302412,9164,302412,33,22.2784312,114.1654177,0.0,5.0,12.0
Cosco Tower,SHEUNG WAN,301400,5480,301400,55,22.2856235,114.1529485,10.0,10.0,20.0
"Yee Wo Street, 68",CAUSEWAY BAY,300524,10733,300524,28,22.2791924,114.1865722,6.0,4.0,20.0
"Yee Wo Street, 68",CAUSEWAY BAY,300524,10733,300524,28,22.2791924,114.1865722,6.0,4.0,20.0
China Taiping Finance Centre,NORTH POINT,299832,4836,299832,62,22.2887193,114.1914023,0.0,3.0,20.0
Agricultural Bank Of China Tower,CENTRAL,298560,3732,298560,80,22.2850642,114.1558991,1.0,10.0,20.0
Millennium City 1 - Tower 01,KWUN TONG,298468,10292,298468,29,22.3136835,114.2212449,1.0,3.0,20.0
Carnarvon Plaza,TSIM SHA TSUI,298033,7599,298033,39,22.2992107,114.1732428,8.0,11.0,20.0
The Center,CENTRAL,296310,4233,296310,70,22.2846202,114.1547347,3.0,17.0,20.0
"Pacific Place, Five (Hennessy Road, 28)",WAN CHAI,296100,4935,296100,60,22.2774464,114.1692851,5.0,7.0,20.0
New World Tower 2,CENTRAL,295200,4920,295200,60,22.2806547,114.1570799,8.0,14.0,20.0
Millennium City 2,KWUN TONG,294786,10918,294786,27,22.3144685,114.2201636,2.0,0.0,4.0
Tak Shing House,CENTRAL,294120,3870,294120,76,22.2822268,114.157196,7.0,3.0,20.0
"Heung Yip Road, 41",WONG CHUK HANG,293600,11744,293600,25,22.2477698,114.1632639,4.0,2.0,3.0
"Heung Yip Road, 41",WONG CHUK HANG,293600,11744,293600,25,22.2477698,114.1632639,4.0,2.0,3.0
World Trade Centre,CAUSEWAY BAY,293500,5870,293500,50,22.2815279,114.1842189,2.0,14.0,20.0
Times Square - Tower 2,CAUSEWAY BAY,293050,5861,293050,50,22.278151,114.1821136,12.0,20.0,20.0
The Center,CENTRAL,293013,4651,293013,63,22.2846202,114.1547347,3.0,17.0,20.0
The Center,CENTRAL,292810,4183,292810,70,22.2846202,114.1547347,3.0,17.0,20.0
COFCO Tower,CAUSEWAY BAY,292192,6352,292192,46,22.2815626,114.1828848,3.0,11.0,20.0
Times Square - Tower 2,CAUSEWAY BAY,291950,5839,291950,50,22.278151,114.1821136,12.0,20.0,20.0
"Queen's Road Central, 9",CENTRAL,291540,4859,291540,60,22.2803695,114.1581007,3.0,12.0,20.0
Hopewell Centre,WAN CHAI,291300,2913,291300,100,22.2746386,114.1717253,3.0,10.0,20.0
Landmark South,WONG CHUK HANG,290738,7651,290738,38,22.249265,114.167138,2.0,2.0,7.0
Bank of East Asia Harbour View Centre,WAN CHAI,290709,7857,290709,37,22.2787113,114.1711527,2.0,4.0,20.0
Chuang's London Plaza,JORDAN,290706,7454,290706,39,22.3034473,114.1715118,4.0,3.0,20.0
Guardian House,WAN CHAI,290700,11628,290700,25,22.2770242,114.179625,1.0,6.0,20.0
Guardian House,WAN CHAI,290700,11628,290700,25,22.2770242,114.179625,1.0,6.0,20.0
H Queen's,CENTRAL,290580,4843,290580,60,22.2830115,114.1552938,20.0,14.0,20.0
H Queen's,CENTRAL,290580,4843,290580,60,22.2830115,114.1552938,20.0,14.0,20.0
Times Media Centre,WAN CHAI,289983,4825,289983,60,22.2766702,114.1760788,6.0,5.0,20.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,289895,15670,289895,18,22.3349378,114.1567759,0.0,0.0,4.0
Cosco Tower,SHEUNG WAN,287627,6689,287627,43,22.2856235,114.1529485,10.0,10.0,20.0
China Building,CENTRAL,287625,4425,287625,65,22.281752,114.156841,7.0,10.0,20.0
Victoria Centre,NORTH POINT,287500,11500,287500,25,52.9572325,-1.147849,1.0,5.0,9.0
Leighton Centre,CAUSEWAY BAY,287496,7986,287496,36,22.2776353,114.1829035,12.0,16.0,20.0
Lee Garden Five (18 Hysan Avenue),CAUSEWAY BAY,287320,5224,287320,55,22.278241,114.1855547,1.0,11.0,20.0
Tak Shing House,CENTRAL,286848,3984,286848,72,22.2822268,114.157196,7.0,3.0,20.0
Sun Hung Kai Centre,WAN CHAI,286378,4619,286378,62,22.2804582,114.1768125,0.0,3.0,20.0
Energy Plaza,TSIM SHA TSUI,285821,12427,285821,23,22.2999261,114.1767262,0.0,2.0,11.0
"Harbourfront, One",HUNG HOM / TO KWA WAN,285732,7937,285732,36,22.3173373,114.1879691,0.0,0.0,14.0
Lee & Man Commercial Center,NORTH POINT,284284,10153,284284,28,22.287503,114.191589,4.0,6.0,20.0
Cosco Tower,SHEUNG WAN,284080,7102,284080,40,22.2856235,114.1529485,10.0,10.0,20.0
Silver Fortune Plaza,CENTRAL,282420,4707,282420,60,22.2811073,114.1561361,20.0,15.0,20.0
Shun Tak Centre - China Merchants Tower,SHEUNG WAN,280539,6405,280539,43,22.287639,114.1524863,1.0,3.0,20.0
China Overseas Building,WAN CHAI,280455,8013,280455,35,22.2778337,114.1727784,2.0,7.0,20.0
"King's Road, 1063",QUARRY BAY,279946,7367,279946,38,22.2849855,114.213756,6.0,4.0,11.0
Hopewell Centre,WAN CHAI,278460,6188,278460,45,22.2746386,114.1717253,3.0,10.0,20.0
Tower 535,CAUSEWAY BAY,277920,4632,277920,60,22.2813782,114.1839728,3.0,20.0,20.0
Three Garden Road - Champion Tower,CENTRAL,277698,2986,277698,93,22.2784355,114.160606,1.0,4.0,10.0
Entertainment Building,CENTRAL,276850,3955,276850,70,22.2814411,114.1564406,18.0,12.0,20.0
"Wyndham Street, 33",CENTRAL,276780,4613,276780,60,22.2805678,114.1550338,11.0,10.0,20.0
Agricultural Bank Of China Tower,CENTRAL,276675,3689,276675,75,22.2850642,114.1558991,1.0,10.0,20.0
Times Square - Tower 1,CAUSEWAY BAY,275918,5206,275918,53,22.278151,114.1821136,12.0,20.0,20.0
Tower 535,CAUSEWAY BAY,274615,4993,274615,55,22.2813782,114.1839728,3.0,20.0,20.0
Man Yee Building,CENTRAL,274482,3519,274482,78,22.2835772,114.1561146,19.0,6.0,20.0
Lee & Man Commercial Center,NORTH POINT,274131,10153,274131,27,22.287503,114.191589,4.0,6.0,20.0
"Gateway, The - Tower 6",TSIM SHA TSUI,272064,5668,272064,48,22.2981807,114.1676828,0.0,6.0,20.0
Three Garden Road - Champion Tower,CENTRAL,271932,2924,271932,93,22.2784355,114.160606,1.0,4.0,10.0
"Nathan Road, 700",MONG KOK / TAI KOK TSUI,271586,7147,271586,38,22.3206,114.1694808,5.0,8.0,20.0
Chinachem Golden Plaza,TSIM SHA TSUI,271377,11799,271377,23,22.2988123,114.1721746,3.0,6.0,20.0
Three Garden Road - ICBC Tower,CENTRAL,270537,2909,270537,93,22.2783737,114.1609727,1.0,3.0,10.0
The Center,CENTRAL,270396,4292,270396,63,22.2846202,114.1547347,3.0,17.0,20.0
Connaught Marina,SHEUNG WAN,270360,2253,270360,120,22.2880436,114.1481523,1.0,2.0,10.0
"Heung Yip Road, 41",WONG CHUK HANG,270112,11744,270112,23,22.2477698,114.1632639,4.0,2.0,3.0
Lee & Man Commercial Center,NORTH POINT,270025,10801,270025,25,22.287503,114.191589,4.0,6.0,20.0
Luk Kwok Centre,WAN CHAI,268905,6895,268905,39,22.278865,114.172354,0.0,6.0,20.0
Luk Kwok Centre,WAN CHAI,268905,6895,268905,39,22.278865,114.172354,0.0,6.0,20.0
Luk Kwok Centre,WAN CHAI,268905,6895,268905,39,22.278865,114.172354,0.0,6.0,20.0
Luk Kwok Centre,WAN CHAI,268905,6895,268905,39,22.278865,114.172354,0.0,6.0,20.0
Luk Kwok Centre,WAN CHAI,268905,6895,268905,39,22.278865,114.172354,0.0,6.0,20.0
Nan Fung Tower,SHEUNG WAN,268686,5841,268686,46,22.2863943,114.1491375,5.0,3.0,20.0
Harcourt House,WAN CHAI,268674,6397,268674,42,22.2790727,114.1698835,0.0,0.0,10.0
Cosco Tower,SHEUNG WAN,267996,5826,267996,46,22.2856235,114.1529485,10.0,10.0,20.0
Chinachem Golden Plaza,TSIM SHA TSUI,267720,11640,267720,23,22.2988123,114.1721746,3.0,6.0,20.0
Infinitus Plaza,SHEUNG WAN,267456,6368,267456,42,22.2864399,114.1536781,2.0,8.0,20.0
Connaught Marina,SHEUNG WAN,267150,1781,267150,150,22.2880436,114.1481523,1.0,2.0,10.0
Cheung Kong Center,CENTRAL,266090,2419,266090,110,22.2794704,114.1603101,0.0,2.0,4.0
Tak Shing House,CENTRAL,266070,3801,266070,70,22.2822268,114.157196,7.0,3.0,20.0
Asia Standard Tower,CENTRAL,265600,5312,265600,50,22.2830055,114.155849,20.0,10.0,20.0
AIA Central,CENTRAL,265050,2945,265050,90,22.2811332,114.1619461,0.0,2.0,3.0
The Center,CENTRAL,262990,3757,262990,70,22.2846202,114.1547347,3.0,17.0,20.0
The Center,CENTRAL,262400,3280,262400,80,22.2846202,114.1547347,3.0,17.0,20.0
Chubb Tower (Windsor House),CAUSEWAY BAY,261468,7263,261468,36,22.280292,114.1864779,4.0,2.0,20.0
Hopewell Centre,WAN CHAI,260600,2606,260600,100,22.2746386,114.1717253,3.0,10.0,20.0
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,260386,5314,260386,49,22.301131,114.1726444,4.0,11.0,20.0
YF Life Centre,WAN CHAI,259720,6493,259720,40,22.279064,114.1693057,0.0,0.0,2.0
Lee Garden One (The Lee Gardens),CAUSEWAY BAY,259624,3818,259624,68,22.2784388,114.1847145,4.0,15.0,20.0
AIA Central,CENTRAL,258210,2869,258210,90,22.2811332,114.1619461,0.0,2.0,3.0
"Harbourfront, Two",HUNG HOM / TO KWA WAN,258156,7171,258156,36,22.3173373,114.1879691,0.0,0.0,14.0
Great Eagle Centre,WAN CHAI,257900,5158,257900,50,22.28092,114.175095,0.0,6.0,20.0
Central Tower,CENTRAL,257700,3436,257700,75,22.2811334,114.1568012,15.0,14.0,20.0
Victoria Centre,NORTH POINT,257625,10305,257625,25,52.9572325,-1.147849,1.0,5.0,9.0
Man Yee Building,CENTRAL,257070,2706,257070,95,22.2835772,114.1561146,19.0,6.0,20.0
H Code,CENTRAL,256992,5354,256992,48,22.2821827,114.1542985,17.0,18.0,20.0
H Code,CENTRAL,256992,5354,256992,48,22.2821827,114.1542985,17.0,18.0,20.0
H Code,CENTRAL,256992,5354,256992,48,22.2821827,114.1542985,17.0,18.0,20.0
H Code,CENTRAL,256992,5354,256992,48,22.2821827,114.1542985,17.0,18.0,20.0
Times Square - Tower 2,CAUSEWAY BAY,256900,5138,256900,50,22.278151,114.1821136,12.0,20.0,20.0
YF Life Centre,WAN CHAI,256880,6422,256880,40,22.279064,114.1693057,0.0,0.0,2.0
Millennium City 5 - BEA Tower,KWUN TONG,256156,7534,256156,34,22.3128725,114.2246845,3.0,13.0,20.0
"King's Road, 633",NORTH POINT,256148,10045,256148,25,22.2922452,114.2066352,1.0,1.0,17.0
"King's Road, 633",NORTH POINT,256148,10045,256148,25,22.2922452,114.2066352,1.0,1.0,17.0
Shui On Centre,WAN CHAI,256032,8001,256032,32,22.2801875,114.1716875,0.0,5.0,11.0
"Queen's Road Central, 8",CENTRAL,256020,3012,256020,85,22.280149,114.1576472,3.0,5.0,20.0
"Queen's Road Central, 8",CENTRAL,256020,3012,256020,85,22.280149,114.1576472,3.0,5.0,20.0
Lee & Man Commercial Center,NORTH POINT,255650,10226,255650,25,22.287503,114.191589,4.0,6.0,20.0
Standard Chartered Bank Building,CENTRAL,255600,3195,255600,80,22.2799907,114.1587983,1.0,7.0,17.0
K Wah Centre,NORTH POINT,254664,14148,254664,18,22.2932357,114.2047775,0.0,2.0,0.0
Lee & Man Commercial Center,NORTH POINT,252576,10524,252576,24,22.287503,114.191589,4.0,6.0,20.0
Central Plaza,WAN CHAI,251680,4576,251680,55,22.2799097,114.1737282,0.0,0.0,0.0
H8,TSIM SHA TSUI,250001,3235,250001,77,22.2995904,114.1745566,6.0,9.0,20.0
Hua Chiao Commercial Centre,MONG KOK / TAI KOK TSUI,250000,5542,250000,45,22.3198474,114.1620857,0.0,6.0,20.0
Kowloon Centre,TSIM SHA TSUI,249956,16305,249956,15,22.2975863,114.1702704,10.0,7.0,20.0
"Queen's Road Central, 9",CENTRAL,249300,5540,249300,45,22.2803695,114.1581007,3.0,12.0,20.0
Ho Lee Commercial Building,CENTRAL,249100,5300,249100,47,,,,,
Wu Chung House,WAN CHAI,248850,8295,248850,30,22.2742239,114.1728051,3.0,5.0,20.0
"Nathan Road, 26",TSIM SHA TSUI,248248,4004,248248,62,22.2958616,114.1726391,3.0,6.0,20.0
Bank of America Tower,CENTRAL,247500,5500,247500,45,,,,,
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,247303,5047,247303,49,22.301131,114.1726444,4.0,11.0,20.0
K11 Atelier King's Road,QUARRY BAY,246600,5480,246600,45,22.2883738,114.209851,1.0,1.0,20.0
The Tonnochy,WAN CHAI,246505,7043,246505,35,22.2790556,114.1776685,8.0,2.0,20.0
International Commerce Centre (ICC),TSIM SHA TSUI,246375,3285,246375,75,22.3034032,114.1601907,1.0,3.0,13.0
Cosco Tower,SHEUNG WAN,246200,6155,246200,40,22.2856235,114.1529485,10.0,10.0,20.0
Lee & Man Commercial Center,NORTH POINT,245424,10226,245424,24,22.287503,114.191589,4.0,6.0,20.0
Jubilee Centre,WAN CHAI,242550,6930,242550,35,22.2789226,114.1706823,0.0,2.0,20.0
"Queen's Road Central, 8",CENTRAL,240960,3012,240960,80,22.280149,114.1576472,3.0,5.0,20.0
"Queen's Road Central, 8",CENTRAL,240960,3012,240960,80,22.280149,114.1576472,3.0,5.0,20.0
Lippo Centre - Tower 2,ADMIRALTY,240750,5350,240750,45,22.2792541,114.1636196,1.0,3.0,17.0
Grand Millennium Plaza,SHEUNG WAN,240142,7063,240142,34,22.2856235,114.1529485,10.0,10.0,20.0
Coda Plaza,CENTRAL,240000,5000,240000,48,22.2763624,114.1562254,0.0,0.0,7.0
Coda Plaza,CENTRAL,240000,5000,240000,48,22.2763624,114.1562254,0.0,0.0,7.0
California Tower,CENTRAL,239460,3991,239460,60,22.280906,114.1554893,20.0,10.0,20.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,238017,10640,238017,22,22.3349378,114.1567759,0.0,0.0,4.0
"Nathan Road, 26",TSIM SHA TSUI,237974,4103,237974,58,22.2958616,114.1726391,3.0,6.0,20.0
Millennium City 5 - BEA Tower,KWUN TONG,237900,6100,237900,39,22.3128725,114.2246845,3.0,13.0,20.0
LHT Tower,CENTRAL,237660,2796,237660,85,22.2821589,114.1566345,17.0,8.0,20.0
Infinitus Plaza,SHEUNG WAN,237440,1484,237440,160,22.2864399,114.1536781,2.0,8.0,20.0
East Town Building,WAN CHAI,236940,7180,236940,33,22.2783849,114.1705822,2.0,4.0,20.0
East Town Building,WAN CHAI,236940,7180,236940,33,22.2783849,114.1705822,2.0,4.0,20.0
East Town Building,WAN CHAI,236940,7180,236940,33,22.2783849,114.1705822,2.0,4.0,20.0
Silver Fortune Plaza,CENTRAL,236340,3636,236340,65,22.2811073,114.1561361,20.0,15.0,20.0
"Harbourfront, Two",HUNG HOM / TO KWA WAN,236196,6561,236196,36,22.3173373,114.1879691,0.0,0.0,14.0
V Heun Building,CENTRAL,236120,5903,236120,40,22.2839685,114.154231,10.0,11.0,20.0
"Harbourfront, One",HUNG HOM / TO KWA WAN,235800,6550,235800,36,22.3173373,114.1879691,0.0,0.0,14.0
Lee & Man Commercial Center,NORTH POINT,235198,10226,235198,23,22.287503,114.191589,4.0,6.0,20.0
Millennium City 1 - Tower 01,KWUN TONG,235161,8109,235161,29,22.3136835,114.2212449,1.0,3.0,20.0
World Finance Centre - North,TSIM SHA TSUI,235080,7836,235080,30,22.2988123,114.1721746,3.0,6.0,20.0
Three Garden Road - ICBC Tower,CENTRAL,234267,2519,234267,93,22.2783737,114.1609727,1.0,3.0,10.0
Lippo Centre - Tower 1,ADMIRALTY,233505,5189,233505,45,22.2791796,114.1636752,0.0,3.0,17.0
K11 Atelier Victoria Dockside,TSIM SHA TSUI,232800,2910,232800,80,22.2949178,114.1755332,2.0,6.0,19.0
"Harbourfront, One",HUNG HOM / TO KWA WAN,232560,6460,232560,36,22.3173373,114.1879691,0.0,0.0,14.0
The Millennity - Tower 2,KWUN TONG,232372,8299,232372,28,22.3128405,114.2214032,2.0,3.0,20.0
Guangdong Investment Tower,SHEUNG WAN,231990,7733,231990,30,22.2871056,114.1511455,5.0,6.0,20.0
Ocean Centre,TSIM SHA TSUI,231270,7709,231270,30,22.296249,114.1689005,0.0,6.0,16.0
Central Plaza,WAN CHAI,231133,4361,231133,53,22.2799097,114.1737282,0.0,0.0,0.0
Chinachem Golden Plaza,TSIM SHA TSUI,230713,10031,230713,23,22.2988123,114.1721746,3.0,6.0,20.0
The Center,CENTRAL,230425,3545,230425,65,22.2846202,114.1547347,3.0,17.0,20.0
"Electric Road, 148",NORTH POINT,229740,8205,229740,28,22.2864911,114.1917255,6.0,8.0,20.0
Shun Tak Centre - West Tower,SHEUNG WAN,228360,4152,228360,55,22.2880334,114.1512041,0.0,1.0,20.0
Tower 535,CAUSEWAY BAY,227640,3794,227640,60,22.2813782,114.1839728,3.0,20.0,20.0
China Resources Building,WAN CHAI,227425,4135,227425,55,22.2799943,114.1750916,0.0,0.0,5.0
Chinachem Tower,CENTRAL,227370,4290,227370,53,22.2837458,114.1569637,6.0,6.0,20.0
China Taiping Finance Centre,NORTH POINT,227286,4209,227286,54,22.2887193,114.1914023,0.0,3.0,20.0
Times Square - Tower 2,CAUSEWAY BAY,226700,4534,226700,50,22.278151,114.1821136,12.0,20.0,20.0
Agricultural Bank Of China Tower,CENTRAL,226640,2833,226640,80,22.2850642,114.1558991,1.0,10.0,20.0
Golden Centre,SHEUNG WAN,226170,5385,226170,42,22.2859473,114.1533641,5.0,7.0,20.0
