bldg_name,district,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m,nearest_mtr_distance_m,nearest_mtr_name,stations_within_1km
AIA Tower,NORTH POINT,3670,154140,42,22.29,114.19,3,9,20,154.65,Fortress Hill,3
Landmark South,WONG CHUK HANG,6696,154008,23,22.25,114.17,2,2,7,151.59,Wong Chuk Hang,2
Kinwick Centre,CENTRAL,4045,153710,38,22.28,114.15,10,20,20,433.44,Central,3
China Resources Building,WAN CHAI,2222,153318,69,22.28,114.18,0,0,5,193.52,Exhibition Centre,2
Central Plaza,WAN CHAI,2779,152845,55,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Beautiful Group Tower,SHEUNG WAN,3902,152178,39,22.29,114.15,5,3,20,281.89,Sheung Wan,4
"King's Road, 1001",QUARRY BAY,5634,152118,27,22.28,114.21,1,6,20,213.45,Tai Koo,2
Zing!,CAUSEWAY BAY,3994,151772,38,22.28,114.18,9,15,20,491.21,Causeway Bay,3
Kai Tak Commercial Building,SHEUNG WAN,5226,151554,29,22.29,114.15,2,6,20,145.07,Sheung Wan,4
United Asia Finance Centre,WAN CHAI,4590,151470,33,22.28,114.18,2,2,12,266.33,Wan Chai,2
On Hing Building,CENTRAL,4580,151140,33,22.28,114.16,13,14,20,172.8,Central,4
"H Code, The Steps",CENTRAL,2159,151130,70,22.28,114.15,17,18,20,321.98,Central,3
"H Code, The Steps",CENTRAL,2159,151130,70,22.28,114.15,17,18,20,321.98,Central,3
Chinachem Golden Plaza,TSIM SHA TSUI,6044,151100,25,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
North Point Industrial Building,NORTH POINT,9440,151040,16,22.29,114.2,0,2,20,217.66,North Point,3
Singga Commercial Centre,WESTERN / KENNEDY TOWN,5200,150800,29,22.28,114.13,1,1,20,115.42,Kennedy Town,2
World Trade Centre,CAUSEWAY BAY,3272,150512,46,22.28,114.18,2,14,20,153.68,Causeway Bay,3
Tai Tung Building,WAN CHAI,3754,150160,40,22.28,114.17,4,5,20,153.98,Wan Chai,2
Central Plaza,WAN CHAI,2729,150095,55,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Charmhill Centre,TSIM SHA TSUI,3365,150012,44,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Southgate Commercial Centre,TSIM SHA TSUI,2516,150004,59,22.3,114.17,7,5,20,279.32,Tsim Sha Tsui,4
Honest Building,CAUSEWAY BAY,4573,149994,32,22.28,114.18,6,8,20,533.18,Causeway Bay,3
Prince Tower,TSIM SHA TSUI,2600,149994,57,22.3,114.17,8,6,20,229.56,Tsim Sha Tsui,3
"Hart Avenue, 4",TSIM SHA TSUI,3800,149986,39,22.3,114.17,10,9,20,268.33,Tsim Sha Tsui,4
Emperor Watch & Jewellery Centre,CAUSEWAY BAY,4718,149985,31,22.28,114.18,6,14,20,378.65,Causeway Bay,3
Yardley Commercial Building,SHEUNG WAN,6249,149976,24,22.29,114.15,0,3,16,209.25,Sheung Wan,4
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,3059,149891,49,22.3,114.17,4,11,20,302.65,Tsim Sha Tsui,5
Allied Kajima Building,WAN CHAI,3746,149840,40,22.28,114.18,3,4,16,319.83,Exhibition Centre,3
Sun Hung Kai Centre,WAN CHAI,2724,149820,55,22.28,114.18,0,3,20,253.54,Exhibition Centre,3
Central Plaza,WAN CHAI,2412,149544,62,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
New Mandarin Plaza - Tower A,TSIM SHA TSUI,5750,149500,26,22.3,114.18,1,6,20,439.22,Hung Hom,4
Silver Fortune Plaza,CENTRAL,4397,149498,34,22.28,114.16,20,15,20,155.07,Central,4
Three Garden Road - ICBC Tower,CENTRAL,1605,149265,93,22.28,114.16,1,3,10,386.65,Admiralty,3
Sands Building,TSIM SHA TSUI,4808,149048,31,22.3,114.17,8,3,20,241.08,Tsim Sha Tsui,3
On Hing Building,CENTRAL,4580,148850,32,22.28,114.16,13,14,20,172.8,Central,4
88WL,SHEUNG WAN,4651,148832,32,22.29,114.15,15,7,20,90.63,Sheung Wan,4
Central Plaza,WAN CHAI,2393,148366,62,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
"The Chelsea (Jervois Street, 69)",SHEUNG WAN,4120,148320,36,22.29,114.15,19,20,20,166.95,Sheung Wan,4
QRE Plaza,WAN CHAI,3292,148140,45,22.27,114.17,3,13,20,301.28,Wan Chai,3
QRE Plaza,WAN CHAI,3292,148140,45,22.27,114.17,3,13,20,301.28,Wan Chai,3
QRE Plaza,WAN CHAI,3292,148140,45,22.27,114.17,3,13,20,301.28,Wan Chai,3
QRE Plaza,WAN CHAI,3292,148140,45,22.27,114.17,3,13,20,301.28,Wan Chai,3
Grand Millennium Plaza,SHEUNG WAN,5105,148045,29,22.29,114.15,10,10,20,152.08,Sheung Wan,3
Grand Place,MONG KOK / TAI KOK TSUI,4300,148006,34,22.32,114.16,0,6,20,300.23,Olympic,3
299QRC,SHEUNG WAN,2349,147987,63,22.28,114.15,9,20,20,218.22,Sheung Wan,4
Garden East,WAN CHAI,1477,147700,100,22.27,114.17,4,9,20,312.47,Wan Chai,3
Chinachem Tower,CENTRAL,2670,146850,55,22.28,114.16,6,6,20,132.5,Hong Kong,4
Lee & Man Commercial Center,NORTH POINT,5621,146146,26,22.29,114.19,4,6,20,243.31,Fortress Hill,3
Island Place Tower,NORTH POINT,6076,145824,24,22.29,114.2,1,4,20,293.8,North Point,2
Ruttonjee Centre - Dina House,CENTRAL,2904,145200,50,22.28,114.16,5,7,20,200.73,Central,4
Times Tower,WAN CHAI,3820,145160,38,22.28,114.18,1,2,20,514.34,Causeway Bay,3
HDH Centre,CAUSEWAY BAY,3225,145125,45,22.28,114.19,6,4,20,212.96,Causeway Bay,2
HDH Centre,CAUSEWAY BAY,3225,145125,45,22.28,114.19,6,4,20,212.96,Causeway Bay,2
HDH Centre,CAUSEWAY BAY,3225,145125,45,22.28,114.19,6,4,20,212.96,Causeway Bay,2
HDH Centre,CAUSEWAY BAY,3225,145125,45,22.28,114.19,6,4,20,212.96,Causeway Bay,2
HDH Centre,CAUSEWAY BAY,3225,145125,45,22.28,114.19,6,4,20,212.96,Causeway Bay,2
HDH Centre,CAUSEWAY BAY,3225,145125,45,22.28,114.19,6,4,20,212.96,Causeway Bay,2
Health Aura,CAUSEWAY BAY,1696,145008,85,22.28,114.19,1,5,20,246.36,Causeway Bay,2
Wong Tze Building,KWUN TONG,7248,144960,20,22.31,114.23,6,6,20,205.49,Kwun Tong,2
C C Wu Building,WAN CHAI,5156,144368,28,22.28,114.18,6,6,20,483.05,Wan Chai,3
"Heung Yip Road, 41",WONG CHUK HANG,4971,144159,29,22.25,114.16,4,2,3,499.15,Wong Chuk Hang,2
North Point Industrial Building,NORTH POINT,9000,144000,16,22.29,114.2,0,2,20,217.66,North Point,3
"Hing Fat Street, 88",NORTH POINT,4100,143500,35,22.29,114.19,1,4,20,382.06,Tin Hau,3
Harbour Centre,WAN CHAI,2607,143385,55,22.28,114.18,0,7,20,106.04,Exhibition Centre,3
Westlands Centre,QUARRY BAY,8393,142681,17,22.29,114.21,9,4,6,216.56,Tai Koo,2
H Code,CENTRAL,6200,142600,23,22.28,114.15,17,18,20,321.98,Central,3
"Johnston Road, 208",WAN CHAI,2847,142350,50,22.28,114.18,8,4,20,316.96,Wan Chai,3
Mall Plus,WAN CHAI,1580,142200,90,22.28,114.18,9,2,20,567.62,Causeway Bay,3
New Henry House,CENTRAL,2030,142100,70,22.28,114.16,2,16,20,158.3,Central,4
COFCO Tower,CAUSEWAY BAY,2958,141984,48,22.28,114.18,3,11,20,258.3,Causeway Bay,3
Albion Plaza,TSIM SHA TSUI,3460,141860,41,22.3,114.17,6,14,20,118.23,Tsim Sha Tsui,3
"Harbourfront, Two",HUNG HOM / TO KWA WAN,4163,141542,34,22.32,114.19,0,0,14,87.56,To Kwa Wan,1
Cosco Tower,SHEUNG WAN,2175,141375,65,22.29,114.15,10,10,20,152.08,Sheung Wan,3
YF Life Tower,WAN CHAI,3625,141375,39,22.28,114.17,1,2,20,344.66,Wan Chai,3
New Henry House,CENTRAL,2014,140980,70,22.28,114.16,2,16,20,158.3,Central,4
Sun Hung Kai Centre,WAN CHAI,2343,140580,60,22.28,114.18,0,3,20,253.54,Exhibition Centre,3
88WL,SHEUNG WAN,4253,140349,33,22.29,114.15,15,7,20,90.63,Sheung Wan,4
88WL,SHEUNG WAN,4253,140349,33,22.29,114.15,15,7,20,90.63,Sheung Wan,4
United Centre,ADMIRALTY,4246,140118,33,22.28,114.17,0,5,12,140.36,Admiralty,3
Park Commercial Centre,CAUSEWAY BAY,4666,139980,30,22.28,114.19,0,1,4,65.83,Tin Hau,3
China Hong Kong City - Tower 5,TSIM SHA TSUI,4989,139692,28,22.3,114.17,0,5,15,492.26,Tsim Sha Tsui,5
Cosco Tower,SHEUNG WAN,2328,139680,60,22.29,114.15,10,10,20,152.08,Sheung Wan,3
Concordia Plaza,TSIM SHA TSUI,3979,139265,35,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Man Yee Building,CENTRAL,1464,139080,95,22.28,114.16,19,6,20,218.65,Hong Kong,4
Plaza 2000,CAUSEWAY BAY,3972,139020,35,22.28,114.18,7,15,20,403.9,Causeway Bay,3
Infinitus Plaza,SHEUNG WAN,3308,138936,42,22.29,114.15,2,8,20,186.37,Sheung Wan,3
Cosco Tower,SHEUNG WAN,3073,138285,45,22.29,114.15,10,10,20,152.08,Sheung Wan,3
Mirror Tower,TSIM SHA TSUI,4285,138020,32,22.3,114.18,1,3,20,319.14,East Tsim Sha Tsui,4
Eu Yan Sang Tower,TSIM SHA TSUI,3400,138006,40,22.3,114.18,1,2,20,192.17,East Tsim Sha Tsui,4
Milton Mansion,TSIM SHA TSUI,660,137999,209,22.3,114.17,6,15,20,117.1,Tsim Sha Tsui,4
Neich Tower,WAN CHAI,4798,137990,28,22.28,114.18,2,4,8,290.75,Exhibition Centre,3
Island Place Tower,NORTH POINT,4753,137980,29,22.29,114.2,1,4,20,293.8,North Point,2
Entertainment Building,CENTRAL,1971,137970,70,22.28,114.16,18,12,20,109.68,Central,4
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,2602,137906,53,22.3,114.17,4,11,20,302.65,Tsim Sha Tsui,5
Cosco Tower,SHEUNG WAN,3064,137880,45,22.29,114.15,10,10,20,152.08,Sheung Wan,3
Chinachem Tower,CENTRAL,2990,137540,46,22.28,114.16,6,6,20,132.5,Hong Kong,4
"King's Road, 1001",QUARRY BAY,5485,137125,25,22.28,114.21,1,6,20,213.45,Tai Koo,2
Standard Chartered Bank Building,CENTRAL,1712,136960,80,22.28,114.16,1,7,17,251.94,Central,3
Energy Plaza,TSIM SHA TSUI,3911,136885,35,22.3,114.18,0,2,11,518.32,Tsim Sha Tsui,4
East Town Building,WAN CHAI,4407,136617,31,22.28,114.17,2,4,20,280.36,Wan Chai,3
St. George's Building,CENTRAL,1394,136612,98,22.28,114.16,0,7,20,158.21,Central,4
Genesis,WONG CHUK HANG,9104,136560,15,22.25,114.17,0,1,3,304.2,Wong Chuk Hang,2
K Wah Centre,NORTH POINT,5934,136482,23,22.29,114.2,0,2,0,507.04,North Point,2
Tung Hip Commercial Building,SHEUNG WAN,4870,136360,28,22.29,114.15,15,8,20,45.18,Sheung Wan,3
Energy Plaza,TSIM SHA TSUI,6198,136356,22,22.3,114.18,0,2,11,518.32,Tsim Sha Tsui,4
The Center,CENTRAL,1746,136188,78,22.28,114.15,3,17,20,342.8,Hong Kong,3
Cosco Tower,SHEUNG WAN,2348,136184,58,22.29,114.15,10,10,20,152.08,Sheung Wan,3
The Center,CENTRAL,3884,135940,35,22.28,114.15,3,17,20,342.8,Hong Kong,3
Entertainment Building,CENTRAL,1699,135920,80,22.28,114.16,18,12,20,109.68,Central,4
Causeway Bay Plaza II,CAUSEWAY BAY,3878,135730,35,22.28,114.18,7,8,20,297.12,Causeway Bay,3
Wheelock House,CENTRAL,1963,135447,69,22.28,114.16,7,4,20,17.36,Central,4
Siu On Plaza,CAUSEWAY BAY,4088,134904,33,22.28,114.18,3,20,20,239.14,Causeway Bay,3
Millennium City 1 - Tower 01,KWUN TONG,4210,134720,32,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
"King's Road, 1063",QUARRY BAY,3541,134558,38,22.28,114.21,6,4,11,79.12,Tai Koo,4
H Queen's,CENTRAL,2069,134485,65,22.28,114.16,20,14,20,252.64,Central,3
Shui On Centre,WAN CHAI,3362,134480,40,22.28,114.17,0,5,11,329.89,Wan Chai,3
Chubb Tower (Windsor House),CAUSEWAY BAY,5379,134475,25,22.28,114.19,4,2,20,148.02,Causeway Bay,2
Lippo Centre - Tower 2,ADMIRALTY,3731,134316,36,22.28,114.16,1,3,17,98.24,Admiralty,4
Millennium City 1 - Tower 01,KWUN TONG,4196,134272,32,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
New Mandarin Plaza - Tower B,TSIM SHA TSUI,3835,134225,35,22.3,114.18,1,6,20,439.22,Hung Hom,4
Central Plaza,WAN CHAI,2439,134145,55,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Grand Millennium Plaza,SHEUNG WAN,3941,133994,34,22.29,114.15,10,10,20,152.08,Sheung Wan,3
"Electric Road, 148",NORTH POINT,4781,133868,28,22.29,114.19,6,8,20,291.38,Fortress Hill,3
Leighton Centre,CAUSEWAY BAY,2848,133856,47,22.28,114.18,12,16,20,375.78,Causeway Bay,2
Central Plaza,WAN CHAI,2569,133588,52,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Three Garden Road - ICBC Tower,CENTRAL,1436,133548,93,22.28,114.16,1,3,10,386.65,Admiralty,3
Jubilee Centre,WAN CHAI,3812,133420,35,22.28,114.17,0,2,20,296.57,Wan Chai,3
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,2899,133354,46,22.3,114.17,4,11,20,302.65,Tsim Sha Tsui,5
Central Plaza,WAN CHAI,2222,133320,60,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Hopewell Centre,WAN CHAI,1332,133200,100,22.27,114.17,3,10,20,355.36,Wan Chai,3
Citicorp Centre,NORTH POINT,5326,133150,25,22.29,114.19,0,4,16,424.16,Fortress Hill,3
COFCO Tower,CAUSEWAY BAY,2958,133110,45,22.28,114.18,3,11,20,258.3,Causeway Bay,3
"King's Road, 1001",QUARRY BAY,3803,133105,35,22.28,114.21,1,6,20,213.45,Tai Koo,2
New Henry House,CENTRAL,1900,133000,70,22.28,114.16,2,16,20,158.3,Central,4
New Henry House,CENTRAL,1900,133000,70,22.28,114.16,2,16,20,158.3,Central,4
"Johnston Road, 208",WAN CHAI,2891,132986,46,22.28,114.18,8,4,20,316.96,Wan Chai,3
China Insurance Group Building,SHEUNG WAN,4430,132900,30,22.29,114.15,5,3,20,281.89,Sheung Wan,4
HKHC Tower,JORDAN,4153,132896,32,22.31,114.17,2,3,20,46.94,Jordan,4
Infinitus Plaza,SHEUNG WAN,2827,132869,47,22.29,114.15,2,8,20,186.37,Sheung Wan,3
Guardian House,WAN CHAI,5300,132500,25,22.28,114.18,1,6,20,668.52,Wan Chai,3
Prosperous Building,CENTRAL,3307,132280,40,22.28,114.16,20,7,20,192.71,Central,4
Goldlion Holdings Centre,SHATIN / FO TAN,11000,132000,12,22.4,114.19,1,0,9,682.23,Fo Tan,1
"Observatory Road, 8",TSIM SHA TSUI,6730,131975,19,22.3,114.18,1,6,20,490.5,Tsim Sha Tsui,4
Lippo Centre - Tower 1,ADMIRALTY,3769,131915,35,22.28,114.16,0,3,17,94.54,Admiralty,4
Times Square - Tower 1,CAUSEWAY BAY,2637,131850,50,22.28,114.18,12,20,20,389.79,Causeway Bay,3
Silvercord - Tower 1,TSIM SHA TSUI,3979,131307,33,22.3,114.17,2,6,20,270.81,Tsim Sha Tsui,3
Genesis,WONG CHUK HANG,10254,131251,12,22.25,114.17,0,1,3,304.2,Wong Chuk Hang,2
Hang Lung Centre,CAUSEWAY BAY,2384,131120,55,22.28,114.19,5,3,20,93.62,Causeway Bay,2
Sun Hung Kai Centre,WAN CHAI,2381,130955,55,22.28,114.18,0,3,20,253.54,Exhibition Centre,3
China Overseas Building,WAN CHAI,3635,130860,36,22.28,114.17,2,7,20,49.88,Wan Chai,3
"Heung Yip Road, 41",WONG CHUK HANG,5230,130750,25,22.25,114.16,4,2,3,499.15,Wong Chuk Hang,2
Two Chinachem Plaza,SHEUNG WAN,3437,130606,38,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Two Chinachem Plaza,SHEUNG WAN,3437,130606,38,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Grand Centre,TSIM SHA TSUI,2610,130500,50,22.3,114.17,4,6,20,170.5,Tsim Sha Tsui,4
Lee Garden Six (111 Leighton Road),CAUSEWAY BAY,2897,130365,45,22.28,114.19,0,7,20,303.96,Causeway Bay,2
"Hing Fat Street, 88",NORTH POINT,4200,130200,31,22.29,114.19,1,4,20,382.06,Tin Hau,3
Chinachem Tower,CENTRAL,2000,130000,65,22.28,114.16,6,6,20,132.5,Hong Kong,4
LKF29 (Onfem Tower),CENTRAL,2878,129999,45,22.28,114.16,11,10,20,255.82,Central,4
Oliv,CAUSEWAY BAY,2090,129998,62,22.28,114.18,12,20,20,405.27,Causeway Bay,3
Sun Hung Kai Centre,WAN CHAI,2241,129978,58,22.28,114.18,0,3,20,253.54,Exhibition Centre,3
Ruttonjee Centre - Dina House,CENTRAL,3249,129960,40,22.28,114.16,5,7,20,200.73,Central,4
China Minmetals Tower,TSIM SHA TSUI,4640,129920,28,22.3,114.18,4,6,20,477.23,Tsim Sha Tsui,4
The Center,CENTRAL,2054,129402,63,22.28,114.15,3,17,20,342.8,Hong Kong,3
Sino Plaza,CAUSEWAY BAY,2688,129024,48,22.28,114.18,3,5,20,292.4,Causeway Bay,3
Tai Tung Building,WAN CHAI,3584,129024,36,22.28,114.17,4,5,20,153.98,Wan Chai,2
Man Yee Building,CENTRAL,1433,128970,90,22.28,114.16,19,6,20,218.65,Hong Kong,4
Sup Tower,NORTH POINT,5605,128915,23,22.29,114.19,3,3,20,272.11,Fortress Hill,3
Leighton Centre,CAUSEWAY BAY,3222,128880,40,22.28,114.18,12,16,20,375.78,Causeway Bay,2
China Resources Building,WAN CHAI,2219,128702,58,22.28,114.18,0,0,5,193.52,Exhibition Centre,2
Admiralty Centre - Tower 1,ADMIRALTY,3385,128630,38,22.28,114.17,0,4,20,50.1,Admiralty,4
Man Yee Building,CENTRAL,1429,128610,90,22.28,114.16,19,6,20,218.65,Hong Kong,4
Infinitus Plaza,SHEUNG WAN,3060,128520,42,22.29,114.15,2,8,20,186.37,Sheung Wan,3
Sands Building,TSIM SHA TSUI,3858,127314,33,22.3,114.17,8,3,20,241.08,Tsim Sha Tsui,3
Strand 50 (Bonham Trade Centre),SHEUNG WAN,4241,127230,30,22.29,114.15,20,14,20,106.83,Sheung Wan,4
Nan Fung Tower,SHEUNG WAN,2312,127160,55,22.29,114.15,5,3,20,281.89,Sheung Wan,4
299QRC,SHEUNG WAN,4380,127020,29,22.28,114.15,9,20,20,218.22,Sheung Wan,4
Tung Hip Commercial Building,SHEUNG WAN,4870,126620,26,22.29,114.15,15,8,20,45.18,Sheung Wan,3
Millennium City 1 - Tower 01,KWUN TONG,4352,126208,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Manulife Tower (West Tower),KWUN TONG,6256,125120,20,22.32,114.23,0,0,0,774.69,Kwun Tong,1
"The Chelsea (Jervois Street, 69)",SHEUNG WAN,3784,124872,33,22.29,114.15,19,20,20,166.95,Sheung Wan,4
"Duddell Street, 1",CENTRAL,2270,124850,55,22.28,114.16,6,9,20,178.54,Central,4
Lippo Centre - Tower 2,ADMIRALTY,3281,124678,38,22.28,114.16,1,3,17,98.24,Admiralty,4
Times Square - Tower 1,CAUSEWAY BAY,2443,124593,51,22.28,114.18,12,20,20,389.79,Causeway Bay,3
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,2595,124560,48,22.3,114.17,4,11,20,302.65,Tsim Sha Tsui,5
Times Square - Tower 1,CAUSEWAY BAY,2395,124540,52,22.28,114.18,12,20,20,389.79,Causeway Bay,3
St. George's Building,CENTRAL,1245,124500,100,22.28,114.16,0,7,20,158.21,Central,4
Admiralty Centre - Tower 1,ADMIRALTY,2961,124362,42,22.28,114.17,0,4,20,50.1,Admiralty,4
Hong Kong Diamond Exchange Building,CENTRAL,2750,123750,45,22.28,114.16,0,1,15,245.02,Central,4
The Center,CENTRAL,1963,123669,63,22.28,114.15,3,17,20,342.8,Hong Kong,3
Sino Plaza,CAUSEWAY BAY,2688,123648,46,22.28,114.18,3,5,20,292.4,Causeway Bay,3
"Harbourfront, Two",HUNG HOM / TO KWA WAN,3632,123488,34,22.32,114.19,0,0,14,87.56,To Kwa Wan,1
New Henry House,CENTRAL,1760,123200,70,22.28,114.16,2,16,20,158.3,Central,4
Central Plaza,WAN CHAI,2369,123188,52,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
CNT Tower,WAN CHAI,1480,123003,83,22.28,114.18,15,6,20,562.16,Exhibition Centre,3
"Hing Fat Street, 88",NORTH POINT,4100,123000,30,22.29,114.19,1,4,20,382.06,Tin Hau,3
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,2555,122640,48,22.3,114.17,4,11,20,302.65,Tsim Sha Tsui,5
Nina Tower,TSUEN WAN,5318,122314,23,22.37,114.11,1,3,12,345.15,Tsuen Wan West,2
On Hing Building,CENTRAL,3492,122220,35,22.28,114.16,13,14,20,172.8,Central,4
"Grand Plaza Office Tower, Two",MONG KOK / TAI KOK TSUI,3490,122150,35,22.32,114.16,0,6,20,300.23,Olympic,3
Kinwick Centre,CENTRAL,3489,122115,35,22.28,114.15,10,20,20,433.44,Central,3
The HUB,WONG CHUK HANG,5071,121704,24,22.25,114.16,2,0,3,398.35,Wong Chuk Hang,1
The HUB,WONG CHUK HANG,5070,121680,24,22.25,114.16,2,0,3,398.35,Wong Chuk Hang,1
The HUB,WONG CHUK HANG,5070,121680,24,22.25,114.16,2,0,3,398.35,Wong Chuk Hang,1
Eastmark,KOWLOON BAY,7602,121632,16,22.32,114.21,5,4,20,330.11,Kowloon Bay,1
Asia Standard Tower,CENTRAL,3117,121563,39,22.28,114.16,20,10,20,205.11,Central,4
Siu On Centre,WAN CHAI,4667,121342,26,22.28,114.17,6,8,20,128.85,Wan Chai,2
Siu On Centre,WAN CHAI,4667,121342,26,22.28,114.17,6,8,20,128.85,Wan Chai,2
Wellington Place/M88,CENTRAL,3033,121320,40,22.28,114.16,16,15,20,187.11,Central,4
"Gateway, The - Tower 2",TSIM SHA TSUI,3274,121138,37,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Admiralty Centre - Tower 1,ADMIRALTY,3445,120575,35,22.28,114.17,0,4,20,50.1,Admiralty,4
Central Plaza,WAN CHAI,1882,120448,64,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
CNT Tower,WAN CHAI,6773,120018,17,22.28,114.18,15,6,20,562.16,Exhibition Centre,3
Fortune House,CENTRAL,3900,120003,30,22.29,114.16,4,8,20,270.66,Hong Kong,3
Kwan Chart Tower,WAN CHAI,4693,120000,25,22.28,114.18,5,2,20,432.27,Exhibition Centre,3
Convention Plaza Office Tower,WAN CHAI,2496,119808,48,22.28,114.17,0,4,14,113.28,Exhibition Centre,3
Sands Building,TSIM SHA TSUI,3858,119598,31,22.3,114.17,8,3,20,241.08,Tsim Sha Tsui,3
"Electric Road, 148",NORTH POINT,4256,119168,28,22.29,114.19,6,8,20,291.38,Fortress Hill,3
Great Eagle Centre,WAN CHAI,1986,119160,60,22.28,114.18,0,6,20,94.31,Exhibition Centre,2
Wilson House,CENTRAL,3714,118848,32,22.28,114.16,19,11,20,230.87,Central,4
AIA Tower,NORTH POINT,2827,118734,42,22.29,114.19,3,9,20,154.65,Fortress Hill,3
East Town Building,WAN CHAI,3590,118470,33,22.28,114.17,2,4,20,280.36,Wan Chai,3
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,5670,118276,20,22.33,114.16,0,0,4,961.67,Nam Cheong,1
299QRC,SHEUNG WAN,4380,118260,27,22.28,114.15,9,20,20,218.22,Sheung Wan,4
299QRC,SHEUNG WAN,4380,118260,27,22.28,114.15,9,20,20,218.22,Sheung Wan,4
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,5680,118144,20,22.33,114.16,0,0,4,961.67,Nam Cheong,1
Admiralty Centre - Tower 2,ADMIRALTY,3116,118003,37,22.28,114.17,0,4,20,105.88,Admiralty,5
"King's Road, 1063",QUARRY BAY,3273,117828,36,22.28,114.21,6,4,11,79.12,Tai Koo,4
"Electric Road, 148",NORTH POINT,4207,117796,28,22.29,114.19,6,8,20,291.38,Fortress Hill,3
"Electric Road, 148",NORTH POINT,4207,117796,28,22.29,114.19,6,8,20,291.38,Fortress Hill,3
Hip Shing Hong Centre,CENTRAL,2736,117648,43,22.28,114.16,20,5,20,156.2,Hong Kong,4
Grand Century Place - Tower II,MONG KOK / TAI KOK TSUI,3263,117468,36,22.32,114.16,0,6,20,300.23,Olympic,3
Hanford Commercial Centre,JORDAN,3912,117360,30,22.3,114.17,4,3,20,101.56,Jordan,3
One Island South,WONG CHUK HANG,5334,117348,22,22.25,114.17,0,1,3,304.2,Wong Chuk Hang,2
Lippo Centre - Tower 2,ADMIRALTY,2607,117315,45,22.28,114.16,1,3,17,98.24,Admiralty,4
Beautiful Group Tower,SHEUNG WAN,3902,117060,30,22.29,114.15,5,3,20,281.89,Sheung Wan,4
"Sea View Estate, Block B",NORTH POINT,6500,117000,18,22.29,114.19,3,4,16,301.89,Fortress Hill,3
Nina Tower,TSUEN WAN,5306,116732,22,22.37,114.11,1,3,12,345.15,Tsuen Wan West,2
Chubb Tower (Windsor House),CAUSEWAY BAY,3237,116532,36,22.28,114.19,4,2,20,148.02,Causeway Bay,2
Mira Place Tower A (Miramar Tower),TSIM SHA TSUI,2420,116160,48,22.3,114.17,4,11,20,302.65,Tsim Sha Tsui,5
"Hing Fat Street, 88",NORTH POINT,4000,116000,29,22.29,114.19,1,4,20,382.06,Tin Hau,3
Convention Plaza Office Tower,WAN CHAI,2577,115965,45,22.28,114.17,0,4,14,113.28,Exhibition Centre,3
Kai Seng Commercial Centre,TSIM SHA TSUI,4140,115920,28,22.3,114.17,4,7,20,276.44,Tsim Sha Tsui,3
Bank of East Asia Harbour View Centre,WAN CHAI,2897,115880,40,22.28,114.17,2,4,20,243.03,Wan Chai,3
Hing Wai Building,CENTRAL,1780,115700,65,22.28,114.16,20,8,20,118.13,Central,4
Cosco Tower,SHEUNG WAN,2571,115695,45,22.29,114.15,10,10,20,152.08,Sheung Wan,3
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,3503,115599,33,22.3,114.18,0,4,20,427.83,East Tsim Sha Tsui,3
China Building,CENTRAL,1925,115500,60,22.28,114.16,7,10,20,59.45,Central,4
Capital Centre,WAN CHAI,4120,115360,28,22.28,114.18,1,1,20,362.93,Exhibition Centre,3
Yinhe Tower,WAN CHAI,4610,115250,25,22.28,114.18,2,2,12,266.33,Wan Chai,2
Energy Plaza,TSIM SHA TSUI,4256,114912,27,22.3,114.18,0,2,11,518.32,Tsim Sha Tsui,4
Energy Plaza,TSIM SHA TSUI,4256,114912,27,22.3,114.18,0,2,11,518.32,Tsim Sha Tsui,4
Central Plaza,WAN CHAI,1737,114642,66,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
Manning House,CENTRAL,1521,114075,75,22.28,114.16,20,10,20,131.23,Central,4
