bldg_name,district,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m,nearest_mtr_distance_m,nearest_mtr_name,stations_within_1km
Capitol Centre - Block 1,CAUSEWAY BAY,1080,38880,36,22.28,114.18,7,17,20,86.76,Causeway Bay,2
East Town Building,WAN CHAI,1253,38843,31,22.28,114.17,2,4,20,280.36,Wan Chai,3
Mirror Tower,TSIM SHA TSUI,1180,38822,32,22.3,114.18,1,3,20,319.14,East Tsim Sha Tsui,4
Jubilee Centre,WAN CHAI,1108,38780,35,22.28,114.17,0,2,20,296.57,Wan Chai,3
Eastmark,KOWLOON BAY,1546,38650,25,22.32,114.21,5,4,20,330.11,Kowloon Bay,1
New Henry House,CENTRAL,550,38500,70,22.28,114.16,2,16,20,158.3,Central,4
Bartlock Centre,CAUSEWAY BAY,1283,38490,30,22.28,114.18,13,20,20,422.86,Causeway Bay,3
Wilson House,CENTRAL,1201,38432,32,22.28,114.16,19,11,20,230.87,Central,4
Kinwick Centre,CENTRAL,1098,38430,35,22.28,114.15,10,20,20,433.44,Central,3
Hollywood Commercial House,CENTRAL,1475,38350,26,22.28,114.15,8,17,20,390.97,Central,3
Lee & Man Commercial Center,NORTH POINT,1318,38222,29,22.29,114.19,4,6,20,243.31,Fortress Hill,3
299QRC,SHEUNG WAN,1364,38192,28,22.28,114.15,9,20,20,218.22,Sheung Wan,4
Kowloon Building,MONG KOK / TAI KOK TSUI,1157,38181,33,22.31,114.17,7,12,20,61.02,Yau Ma Tei,3
Hon Kwok Jordan Centre,TSIM SHA TSUI,1315,38135,29,22.3,114.17,10,7,20,222.61,Jordan,4
Car Po Commercial Building,CENTRAL,1271,38130,30,22.28,114.15,16,20,20,292.61,Central,3
Winsome House,CENTRAL,1121,38114,34,22.28,114.15,20,6,20,262.9,Central,3
Kinwick Centre,CENTRAL,1088,38080,35,22.28,114.15,10,20,20,433.44,Central,3
Connaught Commercial Building,WAN CHAI,1523,38075,25,22.28,114.18,4,3,20,507.1,Wan Chai,3
Connaught Commercial Building,WAN CHAI,1523,38075,25,22.28,114.18,4,3,20,507.1,Wan Chai,3
Tesbury Centre,WAN CHAI,1188,38016,32,22.28,114.17,3,10,20,457.07,Admiralty,3
Cameron Commercial Centre,CAUSEWAY BAY,1177,38005,32,22.28,114.18,12,11,20,306.64,Causeway Bay,3
Genesis,WONG CHUK HANG,2343,38003,16,22.25,114.17,0,1,3,304.2,Wong Chuk Hang,2
Winway Building,CENTRAL,1058,38003,35,22.28,114.16,20,7,20,207.39,Central,4
Centre Mark II,SHEUNG WAN,1485,38001,25,22.29,114.15,11,20,20,209.57,Sheung Wan,4
Winland CWB Centre,CAUSEWAY BAY,1430,37995,26,22.28,114.19,8,3,20,147.73,Causeway Bay,2
World Finance Centre - South,TSIM SHA TSUI,1310,37990,29,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Wanchai Commercial Centre,WAN CHAI,1513,37825,25,22.28,114.18,10,4,20,296.58,Wan Chai,3
Wanchai Commercial Centre,WAN CHAI,1513,37825,25,22.28,114.18,10,4,20,296.58,Wan Chai,3
Methodist House,WAN CHAI,1575,37800,24,22.28,114.17,4,2,20,310.98,Wan Chai,3
Shun Kwong Commercial Building,SHEUNG WAN,1643,37789,23,22.29,114.15,1,3,16,433.32,Sheung Wan,2
Shanghai Industrial Investment Building,WAN CHAI,1300,37700,29,22.28,114.17,7,4,20,237.64,Wan Chai,3
Wing On Plaza,TSIM SHA TSUI,1077,37695,35,22.3,114.18,0,3,13,248.59,East Tsim Sha Tsui,3
Dominion Centre,WAN CHAI,1570,37680,24,22.28,114.17,2,11,20,420.57,Wan Chai,3
"Johnston Road, 208",WAN CHAI,966,37674,39,22.28,114.18,8,4,20,316.96,Wan Chai,3
Po Wah Commercial Centre,WAN CHAI,1252,37560,30,22.28,114.18,8,4,20,220.53,Wan Chai,2
1 Lyndhurst Tower,CENTRAL,1341,37548,28,22.28,114.15,20,20,20,292.52,Central,3
Millennium City 1 - Tower 01,KWUN TONG,1294,37526,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Lee & Man Commercial Center,NORTH POINT,1443,37518,26,22.29,114.19,4,6,20,243.31,Fortress Hill,3
Hong Kong Trade Centre,SHEUNG WAN,1500,37500,25,22.29,114.15,7,11,20,291.82,Sheung Wan,3
OfficePlus @Sheung Wan,SHEUNG WAN,822,37500,45,22.29,114.15,18,9,20,63.43,Sheung Wan,3
OfficePlus @Sheung Wan,SHEUNG WAN,822,37500,45,22.29,114.15,18,9,20,63.43,Sheung Wan,3
Chinachem Leighton Plaza,CAUSEWAY BAY,984,37392,38,22.28,114.18,11,15,20,471.81,Causeway Bay,3
Yam Tze Commercial Building,WAN CHAI,1778,37338,21,22.28,114.17,5,4,20,218.22,Wan Chai,3
Yam Tze Commercial Building,WAN CHAI,1778,37338,21,22.28,114.17,5,4,20,218.22,Wan Chai,3
World Finance Centre - North,TSIM SHA TSUI,1244,37320,30,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Peninsula Centre,TSIM SHA TSUI,1431,37206,26,22.3,114.18,0,3,20,505.39,East Tsim Sha Tsui,4
Wing On Cheong Building,SHEUNG WAN,1548,37198,24,22.29,114.15,5,11,20,217.08,Sheung Wan,3
Wing On Cheong Building,SHEUNG WAN,1548,37198,24,22.29,114.15,5,11,20,217.08,Sheung Wan,3
Eton Building,SHEUNG WAN,1458,37004,25,22.29,114.15,15,7,20,70.51,Sheung Wan,4
OfficePlus@Wan Chai (CRE Building),WAN CHAI,749,37001,49,22.28,114.18,4,5,20,475.52,Wan Chai,3
Tai Tung Building,WAN CHAI,1088,36992,34,22.28,114.17,4,5,20,153.98,Wan Chai,2
Hanford Commercial Centre,JORDAN,1051,36785,35,22.3,114.17,4,3,20,101.56,Jordan,3
Austin Tower,TSIM SHA TSUI,1670,36740,22,22.3,114.18,0,5,20,420.2,Jordan,4
Infotech Centre,KWUN TONG,2370,36735,15,22.31,114.22,6,6,20,191.63,Ngau Tau Kok,2
Eastern Flower Centre,TSIM SHA TSUI,1530,36720,24,22.3,114.17,5,7,20,237.18,Tsim Sha Tsui,4
Austin Tower,TSIM SHA TSUI,1595,36685,23,22.3,114.18,0,5,20,420.2,Jordan,4
Tien Chu Commercial Building,WAN CHAI,1285,36623,28,22.28,114.18,0,2,20,423.99,Exhibition Centre,3
Tien Chu Commercial Building,WAN CHAI,1285,36623,28,22.28,114.18,0,2,20,423.99,Exhibition Centre,3
Chinachem Golden Plaza,TSIM SHA TSUI,1592,36616,23,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Loke Yew Building,CENTRAL,760,36480,48,22.28,114.16,20,8,20,144.89,Central,4
South Seas Centre - Tower 1,TSIM SHA TSUI,1824,36480,20,22.3,114.18,1,6,20,488.71,Hung Hom,4
AXA Southside,WONG CHUK HANG,1970,36445,18,22.25,114.17,5,5,18,206.12,Wong Chuk Hang,2
Supreme House,TSIM SHA TSUI,1175,36425,31,22.3,114.17,8,3,20,268.68,Tsim Sha Tsui,4
Inter-Continental Plaza,TSIM SHA TSUI,1455,36375,25,22.3,114.18,0,2,20,488.92,Tsim Sha Tsui,4
Inter-Continental Plaza,TSIM SHA TSUI,1455,36375,25,22.3,114.18,0,2,20,488.92,Tsim Sha Tsui,4
Kai Tak Commercial Building,SHEUNG WAN,1252,36308,29,22.29,114.15,2,6,20,145.07,Sheung Wan,4
Millennium City 5 - BEA Tower,KWUN TONG,1133,36256,32,22.31,114.22,3,13,20,271.28,Kwun Tong,2
Shanghai Industrial Investment Building,WAN CHAI,1250,36250,29,22.28,114.17,7,4,20,237.64,Wan Chai,3
Genesis,WONG CHUK HANG,2009,36202,18,22.25,114.17,0,1,3,304.2,Wong Chuk Hang,2
East Town Building,WAN CHAI,1166,36146,31,22.28,114.17,2,4,20,280.36,Wan Chai,3
Shun Kwong Commercial Building,SHEUNG WAN,1643,36146,22,22.29,114.15,1,3,16,433.32,Sheung Wan,2
Concordia Plaza,TSIM SHA TSUI,1201,36030,30,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Chinachem Exchange Square,QUARRY BAY,1286,36008,28,22.29,114.21,3,8,20,211.42,Quarry Bay,2
Morecrown Commercial Building,NORTH POINT,1266,36005,28,22.29,114.19,5,6,20,291.03,Tin Hau,3
Mirror Tower,TSIM SHA TSUI,1100,36003,32,22.3,114.18,1,3,20,319.14,East Tsim Sha Tsui,4
Winway Building,CENTRAL,1100,36003,32,22.28,114.16,20,7,20,207.39,Central,4
Winway Building,CENTRAL,1100,36003,32,22.28,114.16,20,7,20,207.39,Central,4
Winway Building,CENTRAL,1100,36003,32,22.28,114.16,20,7,20,207.39,Central,4
K Wah Centre,NORTH POINT,1635,36003,22,22.29,114.2,0,2,0,507.04,North Point,2
On Hing Building,CENTRAL,1088,36002,33,22.28,114.16,13,14,20,172.8,Central,4
Concordia Plaza,TSIM SHA TSUI,1213,36002,29,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Tung Ming Building,CENTRAL,700,36001,51,22.28,114.16,20,6,20,164.93,Central,4
Bartlock Centre,CAUSEWAY BAY,1200,36000,30,22.28,114.18,13,20,20,422.86,Causeway Bay,3
East Point Centre,CAUSEWAY BAY,800,36000,45,22.28,114.18,2,20,20,73.05,Causeway Bay,2
Fortune House,CENTRAL,1200,36000,30,22.29,114.16,4,8,20,270.66,Hong Kong,3
Hillier Commercial Building,SHEUNG WAN,1440,36000,25,22.29,114.15,19,11,20,75.19,Sheung Wan,3
Cheung Lee Commercial Building,TSIM SHA TSUI,1044,35997,34,22.3,114.17,4,8,20,298.51,Tsim Sha Tsui,5
Willy Commercial Building,CENTRAL,628,35997,57,22.29,114.15,9,11,20,269.45,Sheung Wan,3
Emperor Hollywood Centre (Centre Hollywood),SHEUNG WAN,1602,35997,22,22.28,114.15,3,12,20,307.14,Sheung Wan,4
Mirror Tower,TSIM SHA TSUI,1080,35996,33,22.3,114.18,1,3,20,319.14,East Tsim Sha Tsui,4
"King's Road, 39",NORTH POINT,1087,35991,33,22.28,114.19,1,3,20,254.64,Tin Hau,3
"Kodak House, Block 2",NORTH POINT,2394,35910,15,34.1,-118.36,1,1,0,11623825.38,Wu Kai Sha,0
Golden Sun Centre,SHEUNG WAN,1632,35904,22,22.29,114.15,2,4,20,385.22,Sheung Wan,2
Lucky Building,CENTRAL,1119,35808,32,22.28,114.16,20,12,20,217.65,Central,4
HK Chinese Bank (CWB) Centre,CAUSEWAY BAY,1278,35784,28,22.29,114.19,3,5,20,348.67,Fortress Hill,3
Empire Centre,TSIM SHA TSUI,1018,35630,35,22.3,114.18,0,6,20,515.2,East Tsim Sha Tsui,3
Lee West Commercial Building,WAN CHAI,1425,35625,25,22.28,114.18,6,1,20,551.45,Causeway Bay,3
"Central Des Voeux, 308",SHEUNG WAN,890,35600,40,22.29,114.15,10,6,20,123.85,Sheung Wan,4
Leighton Centre,CAUSEWAY BAY,807,35508,44,22.28,114.18,12,16,20,375.78,Causeway Bay,2
Tern Centre - Block 2,SHEUNG WAN,1400,35504,25,22.28,114.15,13,16,20,192.08,Sheung Wan,3
"Grand Plaza Office Tower, Two",MONG KOK / TAI KOK TSUI,1014,35490,35,22.32,114.16,0,6,20,300.23,Olympic,3
Delta House,SHATIN / FO TAN,1865,35435,19,22.4,114.19,1,0,9,682.23,Fo Tan,1
The HUB,WONG CHUK HANG,1769,35380,20,22.25,114.16,2,0,3,398.35,Wong Chuk Hang,1
Star House,TSIM SHA TSUI,1474,35376,24,22.29,114.17,0,4,20,516.0,Tsim Sha Tsui,2
Kai Tak Commercial Building,SHEUNG WAN,1262,35336,28,22.29,114.15,2,6,20,145.07,Sheung Wan,4
The Centrium,CENTRAL,929,35302,38,22.28,114.15,7,7,20,315.12,Central,3
OfficePlus @Sheung Wan,SHEUNG WAN,950,35198,37,22.29,114.15,18,9,20,63.43,Sheung Wan,3
Yu Yuet Lai Building,CENTRAL,974,35064,36,22.28,114.15,16,10,20,275.97,Central,3
Skyway Centre,SHEUNG WAN,1753,35060,20,22.29,114.15,2,3,20,341.23,Sheung Wan,2
Java Commercial Centre,NORTH POINT,1579,35006,22,22.29,114.2,3,1,20,75.01,North Point,2
Austin Commercial Centre,TSIM SHA TSUI,1183,35005,29,22.3,114.18,1,3,20,547.74,Jordan,4
Hart House,TSIM SHA TSUI,1025,35004,34,22.3,114.18,6,4,20,316.5,Tsim Sha Tsui,4
Sunny House,CENTRAL,1100,35002,31,45.48,13.51,0,1,1,9020170.36,Tin Shui Wai,0
Mirror Tower,TSIM SHA TSUI,960,35002,36,22.3,114.18,1,3,20,319.14,East Tsim Sha Tsui,4
Hing Yip Commercial Centre,SHEUNG WAN,900,35001,38,22.29,114.15,18,10,20,49.77,Sheung Wan,4
New Mandarin Plaza - Tower B,TSIM SHA TSUI,1400,35000,25,22.3,114.18,1,6,20,439.22,Hung Hom,4
Winway Building,CENTRAL,1058,34999,33,22.28,114.16,20,7,20,207.39,Central,4
Simsons Commercial Building,WAN CHAI,1172,34996,29,22.28,114.17,2,8,20,95.86,Wan Chai,3
Simsons Commercial Building,WAN CHAI,1172,34996,29,22.28,114.17,2,8,20,95.86,Wan Chai,3
Simsons Commercial Building,WAN CHAI,1172,34996,29,22.28,114.17,2,8,20,95.86,Wan Chai,3
Simsons Commercial Building,WAN CHAI,1172,34996,29,22.28,114.17,2,8,20,95.86,Wan Chai,3
MW One,TSIM SHA TSUI,1436,34995,24,22.3,114.17,6,5,20,379.54,Tsim Sha Tsui,4
Foo Hoo Centre,TSIM SHA TSUI,1375,34994,25,22.3,114.18,1,3,20,556.11,Jordan,4
Winsome House,CENTRAL,1160,34800,30,22.28,114.15,20,6,20,262.9,Central,3
Wanchai Commercial Centre,WAN CHAI,1513,34799,23,22.28,114.18,10,4,20,296.58,Wan Chai,3
Hong Kong House,CENTRAL,1070,34775,32,49.6,6.13,1,4,20,9323443.34,Tin Shui Wai,0
Energy Plaza,TSIM SHA TSUI,868,34720,40,22.3,114.18,0,2,11,518.32,Tsim Sha Tsui,4
Winsome House,CENTRAL,1155,34650,30,22.28,114.15,20,6,20,262.9,Central,3
Jupiter Tower,NORTH POINT,1505,34615,23,22.29,114.19,6,6,20,271.95,Fortress Hill,3
Kai Tak Commercial Building,SHEUNG WAN,1234,34552,28,22.29,114.15,2,6,20,145.07,Sheung Wan,4
Prosperous Building,CENTRAL,863,34520,40,22.28,114.16,20,7,20,192.71,Central,4
OfficePlus@Wan Chai (CRE Building),WAN CHAI,700,34503,49,22.28,114.18,4,5,20,475.52,Wan Chai,3
OfficePlus @Sheung Wan,SHEUNG WAN,822,34499,41,22.29,114.15,18,9,20,63.43,Sheung Wan,3
OfficePlus@Wan Chai (CRE Building),WAN CHAI,749,34499,46,22.28,114.18,4,5,20,475.52,Wan Chai,3
Kolling Centre,TSIM SHA TSUI,1326,34476,26,22.3,114.18,4,4,20,470.92,Tsim Sha Tsui,4
Kolling Centre,TSIM SHA TSUI,1326,34476,26,22.3,114.18,4,4,20,470.92,Tsim Sha Tsui,4
Kolling Centre,TSIM SHA TSUI,1326,34476,26,22.3,114.18,4,4,20,470.92,Tsim Sha Tsui,4
Kolling Centre,TSIM SHA TSUI,1326,34476,26,22.3,114.18,4,4,20,470.92,Tsim Sha Tsui,4
"Wellington Street, 128",CENTRAL,1076,34432,32,22.28,114.15,9,11,20,379.73,Sheung Wan,3
"Yee Wo Street, 68",CAUSEWAY BAY,1223,34244,28,22.28,114.19,6,4,20,205.11,Causeway Bay,2
OfficePlus@Wan Chai (CRE Building),WAN CHAI,1032,34200,33,22.28,114.18,4,5,20,475.52,Wan Chai,3
Asia Standard Tower,CENTRAL,876,34164,39,22.28,114.16,20,10,20,205.11,Central,4
Goldmark,CAUSEWAY BAY,854,34160,40,22.28,114.18,5,18,20,94.05,Causeway Bay,2
"Heung Yip Road, 41",WONG CHUK HANG,1485,34155,23,22.25,114.16,4,2,3,499.15,Wong Chuk Hang,2
Queen's Centre,WAN CHAI,1217,34076,28,22.28,114.17,3,11,20,407.03,Wan Chai,3
Infotech Centre,KWUN TONG,2196,34038,15,22.31,114.22,6,6,20,191.63,Ngau Tau Kok,2
Infotech Centre,KWUN TONG,2196,34038,15,22.31,114.22,6,6,20,191.63,Ngau Tau Kok,2
Crawford House,CENTRAL,540,34020,63,22.28,114.16,20,12,20,205.64,Central,4
Morecrown Commercial Building,NORTH POINT,1266,34005,26,22.29,114.19,5,6,20,291.03,Tin Hau,3
Evernew House,CAUSEWAY BAY,1800,34002,18,22.28,114.18,3,20,20,241.91,Causeway Bay,3
Cameron Commercial Centre,CAUSEWAY BAY,1219,33998,27,22.28,114.18,12,11,20,306.64,Causeway Bay,3
Cameron Commercial Centre,CAUSEWAY BAY,1219,33998,27,22.28,114.18,12,11,20,306.64,Causeway Bay,3
Wing On Cheong Building,SHEUNG WAN,1548,33994,21,22.29,114.15,5,11,20,217.08,Sheung Wan,3
Tower 188,WAN CHAI,1414,33936,24,22.28,114.17,5,9,20,108.76,Wan Chai,2
Kowloon Centre,TSIM SHA TSUI,1043,33877,32,22.3,114.17,10,7,20,198.39,Tsim Sha Tsui,3
East Ocean Centre,TSIM SHA TSUI,1254,33858,27,22.3,114.18,1,7,20,529.61,Hung Hom,4
Millennium City 2,KWUN TONG,1254,33858,27,22.31,114.22,2,0,4,92.26,Ngau Tau Kok,2
The Phoenix,WAN CHAI,1128,33840,30,22.28,114.17,3,6,20,219.59,Wan Chai,3
The Phoenix,WAN CHAI,1128,33840,30,22.28,114.17,3,6,20,219.59,Wan Chai,3
The Phoenix,WAN CHAI,1128,33840,30,22.28,114.17,3,6,20,219.59,Wan Chai,3
Hoseinee House,CENTRAL,1187,33830,28,22.28,114.15,20,7,20,254.61,Central,3
Hoseinee House,CENTRAL,1187,33830,28,22.28,114.15,20,7,20,254.61,Central,3
Hoseinee House,CENTRAL,1187,33830,28,22.28,114.15,20,7,20,254.61,Central,3
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,1025,33825,33,22.3,114.18,0,4,20,427.83,East Tsim Sha Tsui,3
Fortress Tower,NORTH POINT,1469,33787,23,22.29,114.19,6,2,20,71.3,Fortress Hill,3
"Sea View Estate, Block B",NORTH POINT,2250,33750,15,22.29,114.19,3,4,16,301.89,Fortress Hill,3
Dominion Centre,WAN CHAI,1405,33720,24,22.28,114.17,2,11,20,420.57,Wan Chai,3
Dominion Centre,WAN CHAI,1405,33720,24,22.28,114.17,2,11,20,420.57,Wan Chai,3
Omega Plaza,MONG KOK / TAI KOK TSUI,1294,33644,26,22.32,114.16,0,6,20,300.23,Olympic,3
Emperor Hollywood Centre (Centre Hollywood),SHEUNG WAN,1571,33604,21,22.28,114.15,3,12,20,307.14,Sheung Wan,4
Kai Tak Commercial Building,SHEUNG WAN,1158,33582,29,22.29,114.15,2,6,20,145.07,Sheung Wan,4
AXA Southside,WONG CHUK HANG,1765,33535,19,22.25,114.17,5,5,18,206.12,Wong Chuk Hang,2
Ovest,SHEUNG WAN,1047,33504,32,22.29,114.15,16,12,20,77.48,Sheung Wan,3
Tai Yau Building,WAN CHAI,1116,33480,30,22.28,114.17,3,8,20,157.66,Wan Chai,2
Houston Centre,TSIM SHA TSUI,1238,33401,26,22.3,114.18,1,2,20,386.82,East Tsim Sha Tsui,4
Houston Centre,TSIM SHA TSUI,1334,33350,25,22.3,114.18,1,2,20,386.82,East Tsim Sha Tsui,4
Bangkok Bank Building,SHEUNG WAN,1445,33235,23,22.29,114.15,5,3,20,316.55,Sheung Wan,3
FLK Tower,WAN CHAI,1107,33210,30,22.28,114.17,3,9,20,131.31,Wan Chai,2
FLK Tower,WAN CHAI,1107,33210,30,22.28,114.17,3,9,20,131.31,Wan Chai,2
FLK Tower,WAN CHAI,1107,33210,30,22.28,114.17,3,9,20,131.31,Wan Chai,2
FLK Tower,WAN CHAI,1107,33210,30,22.28,114.17,3,9,20,131.31,Wan Chai,2
FLK Tower,WAN CHAI,1107,33210,30,22.28,114.17,3,9,20,131.31,Wan Chai,2
Lu Plaza,KWUN TONG,1949,33133,17,22.31,114.22,0,5,7,620.16,Kwun Tong,2
Southgate Commercial Centre,TSIM SHA TSUI,1004,33132,33,22.3,114.17,7,5,20,279.32,Tsim Sha Tsui,4
Infotech Centre,KWUN TONG,2366,33124,14,22.31,114.22,6,6,20,191.63,Ngau Tau Kok,2
CNT Tower,WAN CHAI,1504,33088,22,22.28,114.18,15,6,20,562.16,Exhibition Centre,3
Asia Standard Tower,CENTRAL,918,33048,36,22.28,114.16,20,10,20,205.11,Central,4
Evernew House,CAUSEWAY BAY,1600,33008,20,22.28,114.18,3,20,20,241.91,Causeway Bay,3
OfficePlus@Wan Chai (CRE Building),WAN CHAI,900,33003,36,22.28,114.18,4,5,20,475.52,Wan Chai,3
Winbase Centre,SHEUNG WAN,1318,33003,25,22.28,114.15,12,15,20,213.33,Sheung Wan,3
Alliance Building,SHEUNG WAN,1000,33000,33,22.29,114.15,6,4,20,54.44,Sheung Wan,3
Fortune House,CENTRAL,1200,33000,27,22.29,114.16,4,8,20,270.66,Hong Kong,3
Fortune House,CENTRAL,1200,33000,27,22.29,114.16,4,8,20,270.66,Hong Kong,3
Kwong Fat Hong Building,SHEUNG WAN,1100,33000,30,22.29,114.15,6,7,20,151.06,Sheung Wan,3
OfficePlus @Sheung Wan,SHEUNG WAN,750,33000,44,22.29,114.15,18,9,20,63.43,Sheung Wan,3
Well On Commercial Building,CENTRAL,750,33000,44,22.28,114.16,20,13,20,228.9,Central,3
Winner Commercial Building,WAN CHAI,1500,33000,22,22.28,114.18,6,2,20,498.68,Causeway Bay,3
Grand Millennium Plaza,SHEUNG WAN,341,32999,96,22.29,114.15,10,10,20,152.08,Sheung Wan,3
OfficePlus @Sheung Wan,SHEUNG WAN,713,32998,46,22.29,114.15,18,9,20,63.43,Sheung Wan,3
Malahon Centre,CENTRAL,1359,32997,24,22.28,114.16,20,7,20,152.97,Central,4
Goldmark,CAUSEWAY BAY,824,32960,40,22.28,114.18,5,18,20,94.05,Causeway Bay,2
Golden Bloom Centre,CAUSEWAY BAY,1220,32940,27,22.28,114.18,7,18,20,91.84,Causeway Bay,2
Landmark South,WONG CHUK HANG,1497,32934,22,22.25,114.17,2,2,7,151.59,Wong Chuk Hang,2
AT Tower,NORTH POINT,1175,32900,28,22.29,114.19,4,11,20,136.25,Fortress Hill,3
AT Tower,NORTH POINT,1175,32900,28,22.29,114.19,4,11,20,136.25,Fortress Hill,3
AT Tower,NORTH POINT,1175,32900,28,22.29,114.19,4,11,20,136.25,Fortress Hill,3
Mirror Tower,TSIM SHA TSUI,1000,32800,32,22.3,114.18,1,3,20,319.14,East Tsim Sha Tsui,4
CS Tower,SHEUNG WAN,1260,32760,26,22.29,114.15,15,7,20,30.18,Sheung Wan,3
CS Tower,SHEUNG WAN,1260,32760,26,22.29,114.15,15,7,20,30.18,Sheung Wan,3
Golden Bloom Centre,CAUSEWAY BAY,1212,32724,27,22.28,114.18,7,18,20,91.84,Causeway Bay,2
Li Dong Building,CENTRAL,1168,32704,28,22.28,114.16,20,5,20,162.25,Central,4
Park Commercial Centre,CAUSEWAY BAY,1090,32700,30,22.28,114.19,0,1,4,65.83,Tin Hau,3
"Heung Yip Road, 41",WONG CHUK HANG,1485,32670,22,22.25,114.16,4,2,3,499.15,Wong Chuk Hang,2
Chinachem Golden Plaza,TSIM SHA TSUI,1420,32660,23,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Shun Ho Tower,CENTRAL,1163,32564,28,22.28,114.16,13,13,20,193.63,Central,4
Shun Ho Tower,CENTRAL,1163,32564,28,22.28,114.16,13,13,20,193.63,Central,4
"The Chelsea (Jervois Street, 69)",SHEUNG WAN,813,32520,40,22.29,114.15,19,20,20,166.95,Sheung Wan,4
"The Chelsea (Jervois Street, 69)",SHEUNG WAN,813,32520,40,22.29,114.15,19,20,20,166.95,Sheung Wan,4
Milton Mansion,TSIM SHA TSUI,1060,32500,30,22.3,114.17,6,15,20,117.1,Tsim Sha Tsui,4
OfficePlus @Sheung Wan,SHEUNG WAN,713,32499,45,22.29,114.15,18,9,20,63.43,Sheung Wan,3
Austin Plaza,JORDAN,1160,32480,28,22.3,114.17,4,2,20,168.41,Jordan,5
Hang Lung Centre,CAUSEWAY BAY,647,32350,50,22.28,114.19,5,3,20,93.62,Causeway Bay,2
Causeway Bay Plaza II,CAUSEWAY BAY,923,32305,35,22.28,114.18,7,8,20,297.12,Causeway Bay,3
Lucky Building,CENTRAL,1009,32288,32,22.28,114.16,20,12,20,217.65,Central,4
"Wellington Street, 128",CENTRAL,1076,32280,30,22.28,114.15,9,11,20,379.73,Sheung Wan,3
Capitol Centre - Block 2,CAUSEWAY BAY,1074,32220,30,22.28,114.18,7,17,20,86.76,Causeway Bay,2
Far East Consortium Building,SHEUNG WAN,1400,32200,23,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Park Tower,JORDAN,1400,32200,23,30.59,36.24,2,20,20,7640936.47,Tin Shui Wai,0
Asia Standard Tower,CENTRAL,894,32184,36,22.28,114.16,20,10,20,205.11,Central,4
K Wah Centre,NORTH POINT,1686,32034,19,22.29,114.2,0,2,0,507.04,North Point,2
Cheong K. Building,CENTRAL,900,32004,35,22.28,114.16,3,14,20,273.26,Hong Kong,3
Eton Building,SHEUNG WAN,1274,32003,25,22.29,114.15,15,7,20,70.51,Sheung Wan,4
Double Commercial Building,CENTRAL,825,32002,38,22.28,114.16,20,12,20,191.11,Central,4
"Chatham Road South, 1",TSIM SHA TSUI,951,32001,33,22.3,114.18,1,2,20,152.59,East Tsim Sha Tsui,3
Tin On Sing Commercial Building,CENTRAL,1053,32001,30,22.28,114.15,11,20,20,421.75,Central,3
Cheung Lee Commercial Building,TSIM SHA TSUI,800,32000,40,22.3,114.17,4,8,20,298.51,Tsim Sha Tsui,5
Eton Building,SHEUNG WAN,1330,32000,24,22.29,114.15,15,7,20,70.51,Sheung Wan,4
Cheong K. Building,CENTRAL,1100,31999,29,22.28,114.16,3,14,20,273.26,Hong Kong,3
Wong Chung Ming Commercial Building,CENTRAL,1100,31999,29,22.28,114.16,1,7,17,251.94,Central,3
Wong Chung Ming Commercial Building,CENTRAL,1100,31999,29,22.28,114.16,1,7,17,251.94,Central,3
Wong Chung Ming Commercial Building,CENTRAL,1100,31999,29,22.28,114.16,1,7,17,251.94,Central,3
Wong Chung Ming Commercial Building,CENTRAL,1100,31999,29,22.28,114.16,1,7,17,251.94,Central,3
Wong Chung Ming Commercial Building,CENTRAL,1100,31999,29,22.28,114.16,1,7,17,251.94,Central,3
Tung Ming Building,CENTRAL,600,31998,53,22.28,114.16,20,6,20,164.93,Central,4
Goldmark,CAUSEWAY BAY,755,31997,42,22.28,114.18,5,18,20,94.05,Causeway Bay,2
Siki Centre,CAUSEWAY BAY,1063,31996,30,22.28,114.18,8,17,20,83.6,Causeway Bay,2
Siki Centre,CAUSEWAY BAY,1063,31996,30,22.28,114.18,8,17,20,83.6,Causeway Bay,2
Siki Centre,CAUSEWAY BAY,1063,31996,30,22.28,114.18,8,17,20,83.6,Causeway Bay,2
Kam Lung Commercial Centre,TSIM SHA TSUI,950,31996,33,22.3,114.17,10,8,20,249.17,Tsim Sha Tsui,4
Kam Lung Commercial Centre,TSIM SHA TSUI,950,31996,33,22.3,114.17,10,8,20,249.17,Tsim Sha Tsui,4
Multifield Plaza,TSIM SHA TSUI,1288,31994,24,22.3,114.17,9,4,20,250.0,Tsim Sha Tsui,4
Car Po Commercial Building,CENTRAL,1155,31994,27,22.28,114.15,16,20,20,292.61,Central,3
